id,id_kab,kabupaten,id_kec,kecamatan,id_desa,desa,tahun,strata_desa_22,total_pend,total_lk,total_pr,pendatang,pend_pergi,total_kk,total_kkp,total_kkmis,total_by,total_balita,total_rmj,total_dw1,total_dw2,total_lansia,petani_lk,petani_pr,nelayan_lk,nelayan_pr,buruh_tani_lk,buruh_tani_pr,buruh_pabrik_lk,buruh_pabrik_pr,pns_lk,pns_pr,swasta_lk,swasta_pr,wiraswasta_lk,wiraswasta_pr,tni_lk,tni_pr,polri_lk,polri_pr,dokter_lk,dokter_pr,bidan,perawat_lk,perawat_pr,pekerja_lain_lk,pekerja_lain_pr,pekerja_lain,pbk_lk,pbk_pr,total_<3_thn,total_3-6_thn,total_7-12_thn,total_13-15_thn,total_16-18_thn,total_19-59_thn,total_>59_thn
21247,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022001,WANAHERANG,2023,MANDIRI,30833,14143,16690,587,235,12328,468,1987,587,1186,3882,10806,11033,3339,52,2,0,0,18,0,3510,5036,135,88,711,122,1726,192,41,2,19,0,33,34,7,1,7,6246,9318,6246,9318,15564,,,,,,,
21248,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022002,BOJONG KULUR,2023,MANDIRI,49404,24841,24563,38724,1145,12703,1365,714,722,2361,6392,24893,8706,6330,62,0,0,0,53,4,5136,2053,1034,371,7292,3780,3810,738,135,10,52,8,30,53,7,1,36,8052,14772,8052,14772,22824,,,,,,,
21249,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022003,CIANGSANA,2023,MANDIRI,29826,14822,15004,362,639,9708,396,85,576,2958,5271,9404,7851,3766,276,84,0,0,365,116,2578,1457,442,153,1525,457,1620,579,1305,141,35,12,70,11,18,5,16,2892,2752,2892,2752,5644,,,,,,,
21250,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022004,GUNUNG PUTRI,2023,MANDIRI,21120,11863,9257,254,52,6060,342,68,422,586,3745,8211,5396,2760,0,0,0,0,14,14,4977,4250,28,32,1200,1182,2349,2658,10,0,14,0,7,4,5,3,8,2657,1708,2657,1708,4365,,,,,,,
21251,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022005,BOJONG NANGKA,2023,MANDIRI,25675,12970,12705,875,286,8662,381,162,385,1237,3502,10487,8554,1510,74,7,0,0,30,10,5883,4215,158,118,3360,1935,1358,492,262,26,16,5,6,4,7,4,10,1962,1056,1962,1056,3018,,,,,,,
21252,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022006,TLAJUNG UDIK,2023,MANDIRI,59104,29872,29232,702,441,18351,2715,191,554,3575,7792,24175,20074,2934,0,0,0,0,3,1,673,1257,372,495,3515,5921,2975,2683,184,19,330,20,51,18,17,0,10,9873,5432,9873,5432,15305,,,,,,,
21253,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022007,CICADAS,2023,MANDIRI,37476,18947,18529,2480,1230,12870,140,119,1131,2860,10559,8922,12770,1234,10,5,0,0,50,10,9400,6000,115,98,2176,1157,1003,424,28,5,35,5,7,4,12,6,9,742,426,742,426,1168,,,,,,,
21254,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022008,CIKEAS UDIK,2023,MANDIRI,23273,11792,11481,95,291,8099,137,174,435,2381,4471,9956,5132,898,120,5,0,0,16,0,1239,854,49,40,98,75,7274,547,73,6,354,17,2,2,8,8,4,1891,2406,1891,2406,4297,,,,,,,
21255,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022009,NAGRAK,2023,MANDIRI,22362,11335,11027,120,20,8186,110,65,422,1120,3862,6840,8008,2110,0,0,0,0,45,15,4210,3510,136,125,2200,1825,3650,1200,262,26,12,4,4,4,6,0,8,2112,875,2112,875,2987,,,,,,,
21256,3201,KAB. BOGOR,320102,GUNUNG PUTRI,3201022010,KARANGGAN,2023,MANDIRI,23042,12070,10972,1056,1448,8557,505,107,861,1340,4457,9736,5492,1156,15,8,0,0,12,5,2000,1500,178,89,1768,590,790,409,20,3,12,5,0,3,5,4,3,200,100,200,100,300,,,,,,,
21257,3201,KAB. BOGOR,320103,CITEUREUP,3201032001,PUSPASARI,2023,MANDIRI,14369,7161,7208,132,198,3887,331,413,241,693,1837,5601,5036,761,0,0,0,0,0,0,2352,2511,105,97,1858,1359,841,234,23,1,29,2,7,9,11,9,14,2351,2556,2351,2556,4907,,,,,,,
21258,3201,KAB. BOGOR,320103,CITEUREUP,3201032002,CITEUREUP,2023,MANDIRI,17173,8775,8398,121,123,4411,1370,291,0,1219,2269,8080,4879,936,0,0,0,0,0,0,65,50,100,48,128,51,900,87,8,0,6,0,1,0,5,0,5,25,0,25,0,25,,,,,,,
21259,3201,KAB. BOGOR,320103,CITEUREUP,3201032003,LEUWINUTUG,2023,MANDIRI,15470,7925,7545,109,156,5055,579,644,447,1057,3822,7241,3961,1058,0,0,0,0,0,0,3109,4711,75,156,1276,1305,1807,567,1,0,1,0,1,1,3,0,5,1441,1012,1441,1012,2453,,,,,,,
21260,3201,KAB. BOGOR,320103,CITEUREUP,3201032004,TAJUR,2023,MANDIRI,14059,7303,6756,56,39,4191,610,1034,230,458,3637,5087,4080,567,152,40,0,0,70,72,782,356,46,19,1780,567,470,567,6,0,4,0,1,1,12,2,4,2764,1452,2764,1452,4216,,,,,,,
21261,3201,KAB. BOGOR,320103,CITEUREUP,3201032005,SANJA,2023,MANDIRI,12595,6705,5890,91,183,3449,978,600,192,864,2134,5027,4087,309,27,4,0,0,0,0,342,118,21,7,614,375,110,27,11,0,9,0,0,0,2,0,7,8715,1109,8715,1109,9824,,,,,,,
21262,3201,KAB. BOGOR,320103,CITEUREUP,3201032008,KARANG ASEM TIMUR,2023,MANDIRI,10642,5457,5185,15,26,3261,416,308,361,803,1603,4662,3107,106,0,0,0,0,0,0,2500,2400,13,12,690,360,659,258,7,0,5,0,4,2,2,0,3,2044,1980,2044,1980,4024,,,,,,,
21263,3201,KAB. BOGOR,320103,CITEUREUP,3201032009,TARIKOLOT,2023,MANDIRI,22585,11157,11428,3380,82,6280,121,103,151,2613,5026,10733,4807,66,10,0,0,0,7,0,5269,2106,80,16,2000,1342,2600,637,10,0,9,0,2,3,6,0,4,2837,2883,2837,2883,5720,,,,,,,
21264,3201,KAB. BOGOR,320103,CITEUREUP,3201032010,GUNUNGSARI,2023,MANDIRI,19903,10166,9737,353,121,4874,226,938,230,458,3637,5087,4080,567,25,15,0,0,0,0,1945,1845,8,5,1150,937,199,57,40,0,15,0,5,1,34,0,26,3885,3000,3885,3000,6885,,,,,,,
21265,3201,KAB. BOGOR,320103,CITEUREUP,3201032011,TANGKIL,2023,MANDIRI,1121,586,535,5,18,351,17,92,15,28,164,501,301,112,158,60,0,0,68,25,20,18,3,0,7,5,30,17,26,5,1,0,0,0,0,0,0,327,351,327,351,678,,,,,,,
21266,3201,KAB. BOGOR,320103,CITEUREUP,3201032012,SUKAHATI,2023,MANDIRI,11472,5935,5537,14,7,3268,130,325,395,560,800,5713,3592,412,45,8,0,0,200,68,1145,918,7,12,1253,988,1100,305,8,0,2,0,0,0,3,0,3,2850,2557,2850,2557,5407,,,,,,,
21267,3201,KAB. BOGOR,320103,CITEUREUP,3201032013,HAMBALANG,2023,MANDIRI,12441,6444,5997,45,27,3438,412,900,47,409,1966,6072,3805,142,298,111,0,0,222,98,121,28,17,5,342,77,796,70,1,0,0,0,0,0,0,0,0,4188,6067,4188,6067,10255,,,,,,,
21268,3201,KAB. BOGOR,320103,CITEUREUP,3201032014,PASIR MUKTI,2023,MANDIRI,12862,6575,6287,220,82,3469,231,231,168,1294,2855,5709,2257,279,54,26,0,0,15,20,2000,1688,24,19,121,234,1100,530,15,0,2,0,3,0,6,1,1,36,15,36,15,51,,,,,,,
21269,3201,KAB. BOGOR,320104,SUKARAJA,3201042001,GUNUNGGEULIS,2023,MANDIRI,7858,4137,3721,28,15,2338,291,100,37,998,1077,2873,2372,451,38,0,0,0,65,3,0,0,12,8,879,146,572,19,3,0,2,0,0,0,1,0,0,759,53,759,53,812,,,,,,,
21270,3201,KAB. BOGOR,320104,SUKARAJA,3201042002,CILEBUT TIMUR,2023,MANDIRI,17767,8979,8788,421,42,4827,672,312,102,561,5793,5291,5089,931,17,0,0,0,0,0,3751,1089,421,234,3212,1721,2109,4962,72,2,42,5,19,7,79,4,21,3579,1213,3579,1213,4792,,,,,,,
21271,3201,KAB. BOGOR,320104,SUKARAJA,3201042003,CILEBUT BARAT,2023,MANDIRI,36051,18217,17834,315,85,13458,1515,168,1033,1407,4420,8370,5570,1197,130,88,0,0,133,88,4053,4447,350,158,2976,3337,5530,3210,20,5,35,5,3,13,5,3,10,200,498,200,498,698,,,,,,,
21272,3201,KAB. BOGOR,320104,SUKARAJA,3201042004,CIBANON,2023,MAJU,5455,2852,2603,10,15,1619,98,70,160,407,970,3100,745,73,109,0,0,0,130,0,700,0,150,0,430,0,308,0,1,0,2,0,0,0,1,0,2,203,156,203,156,359,,,,,,,
21273,3201,KAB. BOGOR,320104,SUKARAJA,3201042005,NAGRAK,2023,MANDIRI,12760,6610,6150,0,4,4251,230,432,213,820,2129,5228,3997,333,200,0,0,0,300,50,43,23,6,6,195,48,915,42,1,0,0,0,1,1,3,0,6,1934,215,1934,215,2149,,,,,,,
21274,3201,KAB. BOGOR,320104,SUKARAJA,3201042006,SUKATANI,2023,MAJU,4415,2343,2072,67,37,1577,57,195,578,591,828,979,926,513,119,1,0,0,312,0,275,0,8,1,304,85,485,14,2,0,1,0,1,0,2,0,3,86,86,86,86,172,,,,,,,
21275,3201,KAB. BOGOR,320104,SUKARAJA,3201042007,SUKARAJA,2023,MANDIRI,8417,4617,3800,51,101,2235,335,82,434,421,2181,4308,742,331,17,8,0,0,20,4,121,65,71,54,1050,562,1850,587,12,0,22,0,0,0,3,1,3,2186,1767,2186,1767,3953,,,,,,,
21276,3201,KAB. BOGOR,320104,SUKARAJA,3201042008,CIKEAS,2023,MANDIRI,11978,6210,5768,129,114,3178,439,516,213,845,2124,3772,3391,1633,92,0,0,0,42,0,45,22,51,18,529,94,1049,75,2,0,6,0,0,0,2,2,3,49,27,49,27,76,,,,,,,
21277,3201,KAB. BOGOR,320104,SUKARAJA,3201042009,PASIR JAMBU,2023,MANDIRI,13916,6843,7073,12,13,4199,3964,87,572,586,3427,5502,1508,1207,30,28,0,0,200,81,300,41,320,170,3850,2450,160,86,25,0,40,10,3,4,5,10,9,145,254,145,254,399,,,,,,,
21278,3201,KAB. BOGOR,320104,SUKARAJA,3201042010,CIMANDALA,2023,MANDIRI,26403,13458,12945,286,542,8908,88,152,4341,2085,3604,4260,9897,1269,10,2,0,0,12,3,3891,1781,220,171,3891,1787,456,150,1244,22,23,10,10,15,3,10,34,22,34,22,34,56,,,,,,,
21279,3201,KAB. BOGOR,320104,SUKARAJA,3201042011,CIJUJUNG,2023,MANDIRI,25060,12612,12448,13,42,8025,1396,268,235,1038,5120,10760,7144,763,28,0,0,0,119,0,554,675,217,125,6817,3842,1349,331,157,6,50,2,3,2,6,3,7,775,834,775,834,1609,,,,,,,
21280,3201,KAB. BOGOR,320104,SUKARAJA,3201042012,CADASNGAMPAR,2023,MANDIRI,8165,4146,4019,57,79,2203,191,1727,173,667,1742,3007,2018,502,106,16,0,0,0,0,324,93,19,12,572,166,491,27,2,0,8,0,2,1,1,2,4,1298,425,1298,425,1723,,,,,,,
21281,3201,KAB. BOGOR,320104,SUKARAJA,3201042013,PASIRLAJA,2023,MANDIRI,11501,5176,6325,9,29,3461,350,150,154,780,2517,5109,2115,826,125,350,0,0,300,20,2500,1245,30,19,100,50,945,503,19,0,27,0,5,0,3,0,4,870,350,870,350,1220,,,,,,,
21282,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052001,CIJAYANTI,2023,MANDIRI,17319,8919,8400,84,347,5081,521,784,318,1336,3349,2618,4128,871,276,11,0,0,49,4,404,86,39,21,983,407,1986,196,4,0,5,0,11,5,4,5,1,120,160,120,160,280,,,,,,,
21283,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052002,SUMURBATU,2023,MANDIRI,9135,4595,4540,21,12,2826,2955,180,75,641,1709,2856,2630,1389,55,33,0,0,88,85,251,162,25,21,885,225,899,422,3,3,3,1,1,3,2,3,12,3725,5015,3725,5015,8740,,,,,,,
21284,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052003,SENTUL,2023,MANDIRI,15916,8125,7791,22,55,5489,765,76,134,1045,1342,6284,6744,367,14,0,0,0,40,0,1640,1302,50,35,1625,362,534,344,10,1,14,2,6,4,5,2,20,4239,4428,4239,4428,8667,,,,,,,
21285,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052004,KARANG TENGAH,2023,MAJU,17656,9272,8384,137,104,4349,128,269,331,773,2719,7332,4070,551,3182,0,0,0,1278,0,1256,106,23,0,2345,0,1269,0,1,0,1,0,0,0,4,1,2,258,189,258,189,447,,,,,,,
21286,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052005,CIPAMBUAN,2023,MANDIRI,5098,2717,2381,30,10,1399,41,320,450,437,901,1463,1474,373,17,4,0,0,30,0,103,0,14,9,113,55,62,51,1,0,1,0,2,0,2,1,0,370,166,370,166,536,,,,,,,
21287,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052006,KADUMANGGU,2023,MANDIRI,16112,8266,7846,17,11,4317,205,150,798,645,934,8224,4756,1400,136,0,0,0,134,0,3420,703,11,6,3420,198,705,83,7,0,8,0,2,2,3,0,2,7270,0,7270,0,7270,,,,,,,
21288,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052007,CITARINGGUL,2023,MANDIRI,8266,4217,4049,2074,96,2161,117,263,189,874,1542,3757,2083,105,38,10,0,0,30,10,1500,300,39,30,897,500,852,300,6,0,5,0,2,2,2,3,3,175,125,175,125,300,,,,,,,
21289,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052008,BABAKAN MADANG,2023,MANDIRI,8968,4629,4339,582,362,2586,2123,157,110,713,3934,3378,1157,565,21,10,0,0,43,12,975,315,108,64,2374,97,2175,324,9,0,4,0,3,2,6,0,2,856,142,856,142,998,,,,,,,
21290,3201,KAB. BOGOR,320105,BABAKAN MADANG,3201052009,BOJONG KONENG,2023,MAJU,15593,8048,7545,30,22,4684,527,1001,915,891,1423,6745,3321,1876,356,5,0,0,455,0,652,0,24,0,910,0,562,0,1,0,1,0,1,0,1,1,0,100,110,100,110,210,,,,,,,
21291,3201,KAB. BOGOR,320106,JONGGOL,3201062001,SUKAMAJU,2023,MAJU,30428,15673,14755,32,10,8742,422,102,493,1953,5976,12877,8487,563,122,54,0,0,112,0,9966,6752,1466,514,2252,787,3540,687,754,18,82,8,12,9,18,7,20,4211,653,4211,653,4864,,,,,,,
21292,3201,KAB. BOGOR,320106,JONGGOL,3201062002,SIRNAGALIH,2023,MAJU,5132,2787,2345,18,7,2112,134,300,123,345,684,2934,950,96,352,53,0,0,352,53,85,67,14,10,212,47,165,95,234,13,1,0,2,1,5,1,4,2310,1430,2310,1430,3740,,,,,,,
21293,3201,KAB. BOGOR,320106,JONGGOL,3201062003,SINGAJAYA,2023,MANDIRI,24002,13334,10668,212,32,14402,9600,111,942,1050,4177,6943,5877,1845,356,110,0,0,364,107,1290,830,102,20,1033,410,223,112,118,48,72,4,5,8,4,4,6,2300,573,2300,573,2873,,,,,,,
21294,3201,KAB. BOGOR,320106,JONGGOL,3201062004,SUKASIRNA,2023,MAJU,14712,7554,7158,0,0,4873,224,342,238,567,376,9524,2670,1550,3062,0,0,0,1230,0,700,25,80,5,671,127,108,68,6,0,7,0,0,0,6,0,3,0,0,0,0,0,,,,,,,
21295,3201,KAB. BOGOR,320106,JONGGOL,3201062005,SUKANEGARA,2023,MANDIRI,5988,3111,2877,0,2,1733,150,713,64,359,1007,2622,1643,293,520,110,0,0,113,40,0,65,20,12,69,6,150,200,4,0,3,0,1,0,2,2,3,120,2,120,2,122,,,,,,,
21296,3201,KAB. BOGOR,320106,JONGGOL,3201062006,SUKAMANAH,2023,MAJU,13555,6721,6834,45,52,4967,254,47,55,981,2547,6042,3747,183,132,62,0,0,351,45,1771,1848,146,97,1345,924,2125,3112,1301,211,24,11,1,0,32,6,11,3121,1806,3121,1806,4927,,,,,,,
21297,3201,KAB. BOGOR,320106,JONGGOL,3201062007,WENINGGALIH,2023,MAJU,5300,2756,2544,10,7,1966,507,786,102,619,950,1320,1338,991,1079,468,0,0,1137,405,609,716,0,2,5,3,296,32,3,0,0,1,0,0,4,0,3,279,258,279,258,537,,,,,,,
21298,3201,KAB. BOGOR,320106,JONGGOL,3201062008,CIBODAS,2023,BERKEMBANG,4578,2298,2280,24,16,1584,305,708,8,214,795,2054,1288,219,378,53,0,0,11,1,153,71,7,4,154,73,600,16,1,0,0,0,0,0,1,2,2,0,0,0,0,0,,,,,,,
21299,3201,KAB. BOGOR,320106,JONGGOL,3201062009,JONGGOL,2023,MANDIRI,13914,7102,6812,135,50,4830,530,35,302,557,2340,5630,4137,748,90,25,0,0,0,0,1320,985,72,55,860,610,1351,976,12,0,15,0,4,0,3,1,2,3212,831,3212,831,4043,,,,,,,
21300,3201,KAB. BOGOR,320106,JONGGOL,3201062010,BENDUNGAN,2023,MAJU,5885,2996,2889,15,21,2019,213,1806,77,335,903,2194,1718,658,582,13,0,0,620,91,187,95,21,3,93,54,543,14,5,0,5,0,0,0,7,27,5,1501,718,1501,718,2219,,,,,,,
21301,3201,KAB. BOGOR,320106,JONGGOL,3201062011,SINGASARI,2023,MAJU,14541,7433,7108,328,281,3341,182,11,384,1786,1933,5939,3367,766,182,251,0,0,21,43,3221,988,30,98,578,309,1298,266,267,17,15,3,0,0,3,0,2,1110,988,1110,988,2098,,,,,,,
21302,3201,KAB. BOGOR,320106,JONGGOL,3201062012,BALEKAMBANG,2023,MAJU,7857,3770,4087,13,18,2887,434,580,347,442,1102,2729,2441,796,1850,248,0,0,640,75,325,225,17,10,15,12,420,85,3,0,2,0,1,1,2,3,4,126,640,126,640,766,,,,,,,
21303,3201,KAB. BOGOR,320106,JONGGOL,3201062013,SUKAJAYA,2023,BERKEMBANG,6977,3712,3265,10,8,2063,314,1400,155,443,643,3258,1342,462,572,936,0,0,0,0,5,28,2,1,307,104,839,201,1,0,0,0,0,0,0,1,0,4432,0,4432,0,4432,,,,,,,
21304,3201,KAB. BOGOR,320106,JONGGOL,3201062014,SUKAGALIH,2023,MAJU,4237,2144,2093,5,30,1413,249,249,73,74,570,2030,1275,288,1000,50,0,0,1200,100,125,102,15,4,65,20,500,50,6,0,8,0,0,0,2,0,2,12,6,12,6,18,,,,,,,
21305,3201,KAB. BOGOR,320107,CILEUNGSI,3201072001,PASIRANGIN,2023,MANDIRI,39503,19448,20055,104,86,13906,286,472,2069,2070,4698,20415,9587,664,173,55,0,0,0,0,3943,505,1600,721,636,308,3603,0,3395,744,33,5,23,10,10,4,10,368,251,368,251,619,,,,,,,
21306,3201,KAB. BOGOR,320107,CILEUNGSI,3201072002,MEKARSARI,2023,MANDIRI,12569,6676,5893,659,125,4322,115,0,122,567,1724,5566,3690,900,47,21,0,0,117,53,988,1235,5,2,518,297,1846,745,7,2,2,0,2,0,6,5,12,223,304,223,304,527,,,,,,,
21307,3201,KAB. BOGOR,320107,CILEUNGSI,3201072003,MAMPIR,2023,MANDIRI,16766,7872,8894,153,128,6642,294,306,201,760,2369,3694,8279,1456,265,116,0,0,0,0,1026,1662,148,88,423,332,1421,623,64,2,108,4,6,4,3,3,4,1023,2448,1023,2448,3471,,,,,,,
21308,3201,KAB. BOGOR,320107,CILEUNGSI,3201072004,DAYEUH,2023,MANDIRI,30902,15539,15363,2760,179,12715,392,104,2413,3221,5635,9299,8767,1567,111,35,0,0,7,5,2715,1113,89,52,3751,2351,2754,1312,88,36,4,1,12,6,21,5,9,2502,250,2502,250,2752,,,,,,,
21309,3201,KAB. BOGOR,320107,CILEUNGSI,3201072005,GANDOANG,2023,MANDIRI,18986,9598,9388,63,32,5617,275,23,372,1232,2640,7818,6659,264,174,50,0,0,36,15,2648,1756,576,143,662,475,857,219,285,47,95,27,4,2,12,10,15,265,175,265,175,440,,,,,,,
21310,3201,KAB. BOGOR,320107,CILEUNGSI,3201072006,JATISARI,2023,MANDIRI,8387,4173,4214,226,15,2689,382,32,147,664,1689,3294,2197,396,1770,742,0,0,167,50,1062,1319,62,190,489,221,799,511,15,5,9,4,5,3,7,3,11,270,150,270,150,420,,,,,,,
21311,3201,KAB. BOGOR,320107,CILEUNGSI,3201072007,CILEUNGSI KIDUL,2023,MANDIRI,30514,15366,15148,172,491,15388,51,86,1599,2906,5129,12814,7583,483,23,12,0,0,5,0,1230,1287,208,168,6524,6104,1697,4610,44,12,111,14,6,6,16,10,10,881,1444,881,1444,2325,,,,,,,
21312,3201,KAB. BOGOR,320107,CILEUNGSI,3201072008,CIPEUCANG,2023,MANDIRI,12884,6546,6338,80,72,3994,156,300,900,983,1000,8600,487,800,1200,40,0,0,311,0,3000,256,100,55,1000,570,1000,20,23,0,14,4,4,0,4,0,2,4,3,4,3,7,,,,,,,
21313,3201,KAB. BOGOR,320107,CILEUNGSI,3201072009,SITUSARI,2023,MANDIRI,13024,6277,6747,107,229,6001,279,35,447,1844,2902,3884,5335,661,137,96,0,0,40,23,270,275,250,77,1245,786,300,59,138,75,46,0,5,0,5,0,5,1045,985,1045,985,2030,,,,,,,
21314,3201,KAB. BOGOR,320107,CILEUNGSI,3201072010,CIPENJO,2023,MANDIRI,15904,8006,7898,150,200,4000,357,77,1006,1000,3500,5000,5000,399,2000,500,0,0,500,300,1500,1000,350,300,2000,1000,2500,2500,250,50,150,50,25,15,6,25,35,850,650,850,650,1500,,,,,,,
21315,3201,KAB. BOGOR,320107,CILEUNGSI,3201072011,LIMUSNUNGGAL,2023,MANDIRI,30605,15283,15322,79,484,9836,326,596,260,1275,4700,13712,9409,1249,7,5,0,0,0,0,4469,2672,353,168,3200,2579,3490,1657,44,7,20,15,20,35,19,50,59,108,75,108,75,183,,,,,,,
21316,3201,KAB. BOGOR,320107,CILEUNGSI,3201072012,CILEUNGSI,2023,MANDIRI,23881,12150,11731,1332,653,7798,164,63,1462,6431,7331,2721,3054,2882,0,0,0,0,0,0,4144,2241,402,84,1021,864,1831,162,101,9,32,2,15,2,8,69,36,874,619,874,619,1493,,,,,,,
21317,3201,KAB. BOGOR,320108,CARIU,3201082001,KARYAMEKAR,2023,MAJU,3668,1851,1817,21,12,1278,278,637,302,361,582,1373,874,182,735,263,0,0,325,103,345,187,5,3,110,80,280,126,1,0,0,0,0,0,2,2,3,1500,1301,1500,1301,2801,,,,,,,
21318,3201,KAB. BOGOR,320108,CARIU,3201082002,BABAKANRADEN,2023,MAJU,5563,2757,2806,0,8,1947,160,52,366,31,197,910,1938,1009,402,657,0,0,360,450,120,6,5,6,50,6,160,10,2,0,5,0,0,0,5,1,4,225,189,225,189,414,,,,,,,
21319,3201,KAB. BOGOR,320108,CARIU,3201082003,CIKUTAMAHI,2023,MAJU,4605,2422,2183,31,22,1643,364,598,154,273,1135,2763,752,168,1075,0,0,0,1639,102,90,115,15,3,1435,315,229,71,4,1,2,0,0,0,4,4,3,4240,1540,4240,1540,5780,,,,,,,
21320,3201,KAB. BOGOR,320108,CARIU,3201082004,KUTAMEKAR,2023,MAJU,3684,1818,1866,0,7,1285,181,7,68,256,547,1320,1207,278,571,18,3,0,116,0,0,0,9,13,147,68,312,6,4,0,1,0,0,0,4,3,6,13,400,13,400,413,,,,,,,
21321,3201,KAB. BOGOR,320108,CARIU,3201082005,CARIU,2023,MANDIRI,10145,5179,4966,16,10,3610,315,792,209,839,1416,4592,2738,351,345,158,0,0,622,228,474,450,99,46,2335,165,475,235,28,0,6,0,2,3,4,5,6,164,68,164,68,232,,,,,,,
21322,3201,KAB. BOGOR,320108,CARIU,3201082006,MEKARWANGI,2023,MAJU,5360,2743,2617,28,29,1850,196,568,93,506,910,2151,1535,131,387,14,0,0,454,34,102,87,13,4,25,0,995,217,0,0,0,0,0,0,3,0,3,70,40,70,40,110,,,,,,,
21323,3201,KAB. BOGOR,320108,CARIU,3201082007,BANTARKUNING,2023,MANDIRI,4730,2394,2336,12,17,1562,105,256,88,583,844,2091,933,191,790,15,0,0,30,17,67,30,12,6,24,17,82,103,5,0,3,0,0,0,6,1,2,198,405,198,405,603,,,,,,,
21324,3201,KAB. BOGOR,320108,CARIU,3201082008,SUKAJADI,2023,MAJU,3019,1515,1504,7,2,1076,195,378,34,150,447,1091,1000,297,856,52,0,0,254,60,42,31,24,4,3,3,268,70,6,0,6,2,1,1,5,3,4,120,80,120,80,200,,,,,,,
21325,3201,KAB. BOGOR,320108,CARIU,3201082009,TEGALPANJANG,2023,MAJU,5183,2598,2585,1,2,1636,200,63,92,604,894,2052,1268,273,600,115,0,0,1131,552,70,90,13,4,25,0,45,28,5,0,1,0,0,0,1,1,2,336,242,336,242,578,,,,,,,
21326,3201,KAB. BOGOR,320108,CARIU,3201082010,CIBATUTIGA,2023,MAJU,4505,2370,2135,7,3,1685,0,424,366,31,247,1066,1938,1009,402,657,0,0,0,300,120,50,19,6,25,10,160,40,2,0,2,0,0,0,8,3,1,45,20,45,20,65,,,,,,,
21327,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092001,WARGAJAYA,2023,MAJU,9923,5129,4794,15,31,3313,783,0,555,760,2044,4790,1527,247,2447,705,0,0,0,0,175,82,7,4,205,101,870,142,0,0,0,0,1,1,5,3,4,194,46,194,46,240,,,,,,,
21328,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092002,PABUARAN,2023,MAJU,15714,8225,7489,52,38,4527,50,1409,890,1075,4214,4211,4750,574,1200,65,0,0,175,125,200,65,10,5,250,55,615,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,,,,,,,
21329,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092003,SUKADAMAI,2023,BERKEMBANG,5470,2845,2625,11,18,1990,0,1500,250,500,1050,1500,1900,270,520,100,0,0,140,5,70,15,8,2,34,365,500,160,2,0,0,0,0,0,2,0,1,0,0,0,0,0,,,,,,,
21330,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092004,SUKAWANGI,2023,MAJU,13236,6772,6464,4,14,4165,442,3727,203,728,2513,6300,3204,942,1891,0,0,0,262,0,0,0,18,4,127,21,1412,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,
21331,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092005,CIBADAK,2023,MAJU,10766,5605,5161,38,41,3169,555,1600,91,740,1993,4977,2398,567,870,30,0,0,54,25,600,307,14,12,540,120,700,70,0,0,0,0,0,0,2,0,0,350,245,350,245,595,,,,,,,
21332,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092006,SUKARESMI,2023,BERKEMBANG,6391,3269,3122,20,25,2402,308,832,356,524,1030,955,2915,611,442,126,0,0,785,589,293,315,4,2,68,21,681,82,3,0,0,0,0,0,5,1,0,316,164,316,164,480,,,,,,,
21333,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092007,SUKAMULYA,2023,MAJU,9634,4852,4782,13,17,2593,89,897,551,587,1721,3289,597,2164,872,55,0,0,245,18,189,101,4,1,197,101,205,143,0,0,0,0,0,0,1,1,1,342,186,342,186,528,,,,,,,
21334,3201,KAB. BOGOR,320109,SUKAMAKMUR,3201092008,SUKAHARJA,2023,MAJU,8612,4388,4224,24,17,2560,178,1200,124,438,1216,3566,2308,960,1113,113,0,0,832,0,65,32,12,3,117,100,798,125,1,0,2,0,1,0,3,3,2,2710,2395,2710,2395,5105,,,,,,,
