kodekec,namakec
01,Bandung Kulon
02,Babakan Ciparay
03,Bojong Loa Kaler
04,Bojong Loa Kidul
05,Astanaanyar
06,Regol
07,Lengkong
08,Bandung Kidul
09,Buahbatu
10,Rancasari
11,Cibiru
12,Ujungberung
13,Arcamanik
15,Kiaracondong
16,Batununggal
17,Sumur Bandung
18,Andir
19,Cicendo
20,Bandung Wetan
21,Cibeunying Kidul
22,Cibeunying Kaler
23,Coblong
24,Sukajadi
25,Sukasari
26,Cidadap
27,Gedebage
28,Panyileukan
29,Cinambo
30,Mandalajati
31,Antapani
