kodekec,namakec
01,Lemahsugih
02,Bantarujeg
03,Cikijing
04,Talaga
05,Argapura
06,Maja
07,Majalengka
08,Cigasong
09,Sukahaji
10,Rajagaluh
11,Sindangwangi
12,Leuwimunding
13,Palasah
14,Jatiwangi
15,Dawuan
16,Panyingkiran
17,Kadipaten
18,Kertajati
19,Jatitujuh
20,Ligung
21,Sumberjaya
22,Banjaran
23,Cingambul
24,Malausma
25,Sindang
26,Kasokandel
