kodekec,namakec
01,Rongga
02,Gununghalu
03,Sindangkerta
04,Cililin
05,Cihampelas
06,Cipongkor
07,Batujajar
08,Cipatat
09,Padalarang
10,Ngamprah
11,Parongpong
12,Lembang
13,Cisarua
14,Cikalongwetan
15,Cipeundeuy
16,Saguling
