kodekec,namakec
51,CIJULANG
52,CIMERAK
53,CIGUGUR
54,LANGKAPLANCAR
55,MANGUNJAYA
56,PADAHERANG
57,KALIPUCANG
58,PANGANDARAN
59,SIDAMULIH
60,PARIGI
