kodekec,namakec
10,Banjarsari
11,Lakbok
12,Pamarican
13,Cidolog
14,Cimaragas
15,Cijeungjing
16,Cisaga
17,Tambaksari
18,Rancah
19,Rajadesa
20,Sukadana
21,Ciamis
22,Cikoneng
23,Cihaurbeuti
24,Sadananya
25,Cipaku
26,Jatinagara
27,Panawangan
28,Kawali
29,Panjalu
30,Panumbangan
31,Sukamantri
32,Sindangkasih
33,Purwadadi
34,Baregbeg
35,Lumbung
38,Banjaranyar
